user_id,search_query,search_date,results_returned,used_filters
user_02859,horror movies,2025-01-04,25,0
user_00507,music documentaries,2024-09-26,64,0
user_09990,classic movies,2025-04-20,14,0
user_08754,documentaries,2024-01-31,60,0
user_05775,biographies,2025-02-28,68,0
user_05886,short episodes under 30 minutes,2024-07-19,77,0
user_01570,family movies,2024-05-14,34,0
user_07809,horror movies,2024-06-25,22,0
user_07604,true crime,2025-08-15,87,1
user_00204,biographies,2025-09-25,41,0
user_05955,war movies,2024-07-27,40,0
user_00896,stand up comedy,2024-11-02,95,0
user_08131,christmas movies,2025-05-05,60,0
user_04299,action movies,2025-12-28,54,0
user_07084,short episodes under 30 minutes,2024-04-27,26,0
user_07925,music documentaries,2024-04-03,97,1
user_09127,drama series,2024-11-06,57,0
user_09263,animated shows,2025-07-19,63,0
user_08074,travel documentaries,2024-07-28,78,0
user_03140,netflix originals,2025-10-04,36,0
user_02944,documentaries,2025-08-07,57,0
user_05335,thriller series,2025-06-26,53,0
user_04969,superhero movies,2024-08-30,63,0
user_03361,movies like stranger things,2024-10-24,49,0
user_06624,documentaries,2024-06-18,12,1
user_02075,new releases,2025-01-19,17,0
user_03976,movies like stranger things,2024-11-10,69,0
user_00521,true crime,2025-03-29,74,1
user_08611,cooking shows,2025-10-19,20,1
user_09397,movies based on true stories,2024-01-10,97,1
user_03139,drama series,2024-12-01,34,0
user_02444,animated shows,2024-12-26,78,1
user_00049,travel documentaries,2025-11-07,94,0
user_09604,christmas movies,2025-12-27,13,1
user_06056,movies based on true stories,2025-06-08,82,0
user_09575,animated shows,2025-05-15,100,0
user_01116,stand up comedy,2024-08-31,57,0
user_02058,drama series,2025-10-30,62,1
user_03496,cooking shows,2024-10-08,19,0
user_06767,true crime,2025-04-09,13,1
user_01018,music documentaries,2025-11-13,97,0
user_03766,animated shows,2025-05-26,39,0
user_09511,horror movies,2025-05-17,18,0
user_05405,travel documentaries,2025-03-19,49,0
user_01588,classic movies,2025-04-09,40,0
user_06190,action movies,2025-04-01,7,0
user_08038,family movies,2024-01-06,82,1
user_00689,thriller series,2024-03-30,36,0
user_02600,travel documentaries,2024-08-19,23,0
user_02119,animated shows,2025-12-09,12,0
user_00920,music documentaries,2025-04-17,56,0
user_00685,action movies,2024-12-13,27,0
user_04496,drama series,2024-03-12,30,0
user_08641,action movies,2024-03-06,69,0
user_09944,short episodes under 30 minutes,2025-12-22,66,1
user_00929,war movies,2025-12-14,46,1
user_06995,netflix originals,2024-05-30,86,0
user_04151,comedy shows,2024-10-26,9,0
user_01855,christmas movies,2024-07-02,94,0
user_00914,christmas movies,2024-02-19,47,0
user_07427,comedy shows,2024-09-07,32,1
user_06858,shows with strong female leads,2024-08-14,30,0
user_03066,true crime,2024-07-21,93,1
user_05183,sci-fi,2024-10-14,60,1
user_00973,comedy shows,2025-10-01,86,0
user_07369,family movies,2024-01-23,31,0
user_09855,christmas movies,2025-01-31,84,0
user_08130,christmas movies,2024-05-31,31,0
user_04647,award winning documentaries,2025-09-05,20,0
user_09142,sci-fi,2024-03-09,73,0
user_09728,new releases,2024-01-24,92,0
user_07910,true crime,2024-07-09,99,1
user_05711,action movies,2024-10-23,94,0
user_09935,horror movies,2025-04-17,48,1
user_05576,romantic comedies,2025-09-09,94,0
user_03469,sci-fi,2024-07-15,67,0
user_08143,new releases,2024-04-15,98,0
user_09805,animated shows,2025-02-15,89,0
user_07660,true crime,2024-03-22,14,0
user_01936,superhero movies,2024-11-02,88,1
user_07014,superhero movies,2025-12-07,30,0
user_02419,documentaries,2024-02-29,9,0
user_07060,new releases,2025-03-15,19,0
user_02310,korean drama,2025-02-13,88,0
user_08401,drama series,2024-03-15,38,1
user_01783,comedy shows,2025-04-24,84,0
user_03162,action movies,2024-01-04,16,0
user_08185,music documentaries,2025-06-30,76,0
user_06529,drama series,2025-05-03,16,0
user_08704,superhero movies,2025-01-29,81,0
user_09643,family movies,2024-09-21,9,0
user_05274,true crime,2024-01-23,72,0
user_03885,true crime,2025-07-14,69,1
user_07903,war movies,2025-11-25,26,0
user_01127,comedy shows,2025-09-19,43,0
user_05950,short episodes under 30 minutes,2024-03-04,38,0
user_07276,romantic comedies,2024-04-02,38,0
user_06124,netflix originals,2025-06-07,90,1
user_07353,halloween movies,2024-07-21,81,0
user_09768,movies based on true stories,2024-09-06,21,0
user_08155,horror movies,2025-05-18,27,0
user_07268,movies like stranger things,2024-05-06,65,1
user_09954,true crime,2024-07-15,0,0
user_00686,comedy shows,2025-12-24,57,0
user_06484,comedy shows,2024-10-24,41,0
user_00489,stand up comedy,2025-12-06,90,0
user_07163,sci-fi,2024-11-04,42,0
user_01971,family movies,2024-02-10,48,0
user_05481,netflix originals,2025-08-22,19,1
user_06074,biographies,2025-11-12,6,1
user_02215,superhero movies,2024-01-31,43,0
user_09567,sci-fi,2024-12-05,48,0
user_07883,christmas movies,2024-09-15,24,0
user_07109,comedy shows,2025-05-14,59,1
user_07500,trending now,2024-05-26,100,0
user_05321,thriller series,2024-09-12,76,0
user_05044,new releases,2025-07-15,93,0
user_02619,comedy shows,2024-09-11,78,1
user_09619,superhero movies,2025-08-28,65,0
user_09547,music documentaries,2025-02-16,60,0
user_02333,trending now,2025-03-21,44,0
user_05213,superhero movies,2024-07-30,67,1
user_07106,comedy shows,2025-09-22,80,1
user_07528,superhero movies,2024-08-22,82,1
user_07216,shows with strong female leads,2024-06-29,37,1
user_08554,netflix originals,2025-02-17,28,0
user_01932,biographies,2025-11-23,53,0
user_02025,netflix originals,2025-07-02,100,1
user_03863,romantic comedies,2025-07-08,24,0
user_08779,christmas movies,2024-10-05,95,0
user_06852,animated shows,2024-09-05,79,0
user_01139,drama series,2024-02-29,20,1
user_00722,animated shows,2025-11-22,2,0
user_08841,music documentaries,2025-03-29,46,0
user_06134,drama series,2025-01-08,90,0
user_00480,superhero movies,2024-10-31,100,0
user_06477,family movies,2024-05-29,45,0
user_02851,romantic comedies,2024-12-15,82,0
user_02471,comedy shows,2025-08-08,79,0
user_08406,family movies,2025-03-17,58,0
user_01873,best movies 2024,2025-07-22,5,0
user_04433,music documentaries,2025-11-07,0,0
user_02895,best movies 2024,2024-08-02,47,0
user_05108,classic movies,2025-11-12,53,1
user_04043,cooking shows,2025-12-25,82,0
user_07324,superhero movies,2025-07-04,48,1
user_08503,best movies 2024,2024-02-18,8,0
user_00030,stand up comedy,2024-05-30,75,1
user_06181,action movies,2024-02-26,29,0
user_04088,documentaries,2025-11-08,19,0
user_08603,cooking shows,2025-10-31,83,0
user_00799,new releases,2024-05-29,80,1
user_03231,documentaries,2025-03-31,85,0
user_07620,drama series,2025-12-14,62,1
user_00558,sci-fi,2025-09-16,30,0
user_00201,true crime,2024-07-21,59,0
user_01186,classic movies,2025-05-08,71,0
user_02144,shows with strong female leads,2024-07-16,25,0
user_09050,classic movies,2024-09-01,24,0
user_05017,award winning documentaries,2025-06-10,65,0
user_09519,animated shows,2024-12-26,24,1
user_00323,travel documentaries,2024-08-27,49,0
user_04350,halloween movies,2024-12-15,78,0
user_04234,comedy shows,2025-01-12,96,0
user_01307,halloween movies,2025-08-12,6,1
user_09210,christmas movies,2024-04-05,75,1
user_01324,war movies,2025-05-20,35,0
user_01488,travel documentaries,2025-10-27,5,1
user_08267,stand up comedy,2025-02-19,17,0
user_05114,stand up comedy,2025-01-20,88,0
user_01410,biographies,2025-07-10,2,1
user_04098,biographies,2024-03-02,86,0
user_00354,documentaries,2025-09-05,52,1
user_02494,true crime,2024-03-26,58,0
user_02772,war movies,2025-03-07,74,1
user_00545,christmas movies,2025-03-01,86,0
user_09758,action movies,2025-12-14,17,0
user_01685,action movies,2025-11-17,41,1
user_09954,cooking shows,2024-08-27,15,1
user_06277,drama series,2025-08-28,9,1
user_03728,comedy shows,2025-11-23,87,1
user_01408,trending now,2024-05-23,26,1
user_01926,korean drama,2024-07-25,65,1
user_01277,family movies,2025-04-16,69,0
user_09017,cooking shows,2024-12-13,36,0
user_08130,comedy shows,2024-01-03,83,0
user_08764,superhero movies,2025-02-09,89,0
user_09425,drama series,2025-04-27,59,0
user_07961,trending now,2024-12-15,50,0
user_09229,shows with strong female leads,2024-06-25,27,0
user_05141,netflix originals,2025-12-02,98,0
user_08484,award winning documentaries,2025-11-16,23,0
user_07752,award winning documentaries,2024-08-25,58,1
user_02348,christmas movies,2024-11-08,4,0
user_02947,biographies,2025-06-29,52,0
user_05110,music documentaries,2024-08-09,71,1
user_00441,best movies 2024,2025-07-09,58,0
user_07538,action movies,2025-04-05,85,0
user_09293,sci-fi,2025-09-18,8,1
user_06612,movies like stranger things,2025-05-07,83,0
user_08720,comedy shows,2024-10-29,78,0
user_07284,music documentaries,2024-01-30,44,0
user_05368,thriller series,2024-11-22,53,0
user_06161,animated shows,2025-11-27,3,0
user_07133,documentaries,2025-08-09,56,0
user_06385,documentaries,2025-04-30,18,0
user_00272,halloween movies,2024-01-26,30,0
user_01807,biographies,2024-08-21,86,0
user_05778,war movies,2025-09-16,14,0
user_05996,documentaries,2025-10-06,57,0
user_09201,romantic comedies,2025-05-25,59,1
user_05563,thriller series,2024-09-14,24,1
user_04735,cooking shows,2024-01-12,28,0
user_06279,comedy shows,2024-08-13,93,1
user_09436,family movies,2025-06-29,31,0
user_06423,romantic comedies,2025-05-06,52,1
user_05582,halloween movies,2025-08-01,0,0
user_02195,netflix originals,2025-06-14,99,0
user_00384,romantic comedies,2025-04-21,2,0
user_09322,korean drama,2024-04-13,78,0
user_06517,war movies,2024-06-07,17,1
user_03949,korean drama,2024-02-05,100,0
user_01584,stand up comedy,2025-11-26,8,1
user_03209,documentaries,2024-04-06,85,0
user_03732,stand up comedy,2024-05-25,29,0
user_09944,drama series,2025-10-03,19,0
user_04423,drama series,2025-05-04,24,1
user_03243,halloween movies,2024-08-12,66,0
user_07558,action movies,2025-04-15,86,0
user_02271,family movies,2025-07-14,8,1
user_00163,stand up comedy,2025-05-20,90,1
user_02299,superhero movies,2024-08-04,5,1
user_05783,true crime,2024-02-24,13,1
user_02051,superhero movies,2025-08-09,54,0
user_01918,documentaries,2024-05-05,42,0
user_02191,true crime,2024-01-30,86,0
user_03805,romantic comedies,2024-08-14,19,1
user_05404,stand up comedy,2025-07-27,76,0
user_00223,cooking shows,2024-09-26,81,0
user_02643,action movies,2025-11-01,47,0
user_03728,travel documentaries,2025-01-07,43,0
user_05489,travel documentaries,2025-03-22,71,0
user_00593,action movies,2024-12-22,37,1
user_04866,stand up comedy,2024-03-06,27,0
user_02777,classic movies,2025-11-21,90,1
user_07240,halloween movies,2025-10-13,40,0
user_06408,new releases,2024-07-05,100,0
user_05430,christmas movies,2025-11-28,26,1
user_02608,horror movies,2024-01-14,1,0
user_01181,superhero movies,2025-06-10,9,0
user_02633,war movies,2025-06-16,70,1
user_01285,cooking shows,2025-11-14,16,0
user_01464,travel documentaries,2024-09-03,84,0
user_05991,korean drama,2025-05-22,30,0
user_05959,music documentaries,2025-04-10,26,0
user_07141,comedy shows,2024-11-03,31,0
user_06186,romantic comedies,2024-07-06,57,0
user_07373,travel documentaries,2025-07-03,15,0
user_01051,halloween movies,2024-08-25,85,0
user_06750,christmas movies,2025-01-24,35,0
user_03150,cooking shows,2024-12-04,21,1
user_07169,music documentaries,2024-09-24,76,0
user_03436,comedy shows,2024-12-04,55,0
user_05227,korean drama,2024-07-25,64,0
user_06102,award winning documentaries,2025-10-16,69,0
user_05868,korean drama,2024-10-28,16,0
user_02569,animated shows,2024-08-20,80,1
user_03919,music documentaries,2025-04-15,37,0
user_02908,travel documentaries,2024-03-12,1,0
user_07583,superhero movies,2024-02-16,3,0
user_00496,stand up comedy,2024-07-18,42,0
user_02991,stand up comedy,2025-11-18,10,0
user_00523,netflix originals,2024-01-20,48,0
user_05881,series with only one season,2025-02-18,1,0
user_00750,family movies,2024-06-12,19,0
user_07069,trending now,2024-03-02,93,0
user_08360,new releases,2025-10-05,49,0
user_00630,trending now,2024-09-22,90,1
user_09337,award winning documentaries,2025-11-17,67,0
user_09063,comedy shows,2024-09-13,82,0
user_02680,drama series,2025-06-03,70,0
user_06516,classic movies,2025-09-30,12,0
user_08729,family movies,2024-08-05,5,0
user_02301,cooking shows,2025-01-19,48,0
user_04229,halloween movies,2025-02-20,79,0
user_04966,true crime,2025-01-17,78,0
user_06646,thriller series,2025-02-17,2,0
user_00988,action movies,2024-07-21,18,1
user_02353,thriller series,2025-01-29,72,0
user_01626,thriller series,2025-08-29,34,1
user_01447,short episodes under 30 minutes,2025-05-31,35,0
user_06341,superhero movies,2025-10-08,72,0
user_03927,korean drama,2024-02-19,12,1
user_05804,romantic comedies,2024-08-15,21,1
user_06022,series with only one season,2025-01-29,54,1
user_05211,sci-fi,2025-09-14,87,0
user_03863,halloween movies,2024-04-11,10,0
user_04755,movies like stranger things,2025-10-12,30,0
user_07398,korean drama,2025-10-30,25,0
user_07796,drama series,2025-01-23,10,1
user_01400,cooking shows,2024-04-16,48,0
user_02979,trending now,2025-06-22,16,1
user_02760,superhero movies,2025-10-16,7,0
user_05078,stand up comedy,2025-08-02,32,0
user_00949,war movies,2025-10-12,79,0
user_05908,thriller series,2025-08-01,95,0
user_08546,shows with strong female leads,2025-12-03,38,0
user_04770,action movies,2025-10-03,85,0
user_01163,netflix originals,2024-11-15,64,0
user_02006,shows with strong female leads,2025-02-23,53,0
user_04507,short episodes under 30 minutes,2024-07-22,52,1
user_04044,music documentaries,2024-08-11,18,0
user_00025,family movies,2024-08-22,72,1
user_03276,animated shows,2025-09-19,93,0
user_06197,cooking shows,2025-04-12,50,0
user_07379,trending now,2025-08-28,99,0
user_01813,movies based on true stories,2024-09-13,8,0
user_03853,drama series,2024-01-21,85,0
user_03721,horror movies,2024-08-24,45,1
user_02212,music documentaries,2024-11-30,80,0
user_06191,war movies,2024-07-27,3,1
user_07938,trending now,2024-11-23,14,0
user_07740,drama series,2025-09-21,63,0
user_00221,war movies,2025-12-27,77,0
user_02579,classic movies,2024-11-27,21,1
user_08201,stand up comedy,2024-01-17,12,0
user_02344,war movies,2024-01-22,32,0
user_03241,movies like stranger things,2024-02-16,41,0
user_03318,short episodes under 30 minutes,2025-03-13,84,0
user_08672,stand up comedy,2024-10-03,26,0
user_08666,sci-fi,2025-04-16,49,0
user_07118,biographies,2025-04-05,36,0
user_07086,documentaries,2024-08-23,88,0
user_03788,horror movies,2024-12-03,13,0
user_05201,superhero movies,2024-08-08,5,0
user_09862,superhero movies,2025-02-18,22,1
user_07239,comedy shows,2024-06-20,31,0
user_05911,korean drama,2025-03-03,47,0
user_02695,war movies,2024-06-08,22,0
user_09184,documentaries,2024-04-11,84,0
user_02948,documentaries,2024-09-21,28,0
user_09787,new releases,2025-03-24,36,1
user_02270,netflix originals,2025-04-13,46,0
user_05175,horror movies,2025-06-08,10,0
user_00669,classic movies,2024-09-16,55,1
user_08450,romantic comedies,2025-06-11,37,0
user_05248,biographies,2025-12-09,97,1
user_07122,documentaries,2024-06-24,92,0
user_02646,thriller series,2024-11-15,12,0
user_01828,netflix originals,2024-02-02,21,0
user_01110,movies based on true stories,2024-06-04,37,1
user_00531,superhero movies,2024-07-09,35,0
user_07617,travel documentaries,2025-02-13,13,0
user_00907,stand up comedy,2025-01-06,32,1
user_02320,family movies,2025-11-12,85,0
user_00105,thriller series,2025-05-31,81,0
user_08597,halloween movies,2024-12-25,92,0
user_08593,christmas movies,2024-01-04,54,0
user_09954,shows with strong female leads,2024-09-13,12,0
user_07770,documentaries,2025-03-03,11,0
user_03900,true crime,2024-05-24,71,0
user_03660,romantic comedies,2024-11-11,22,0
user_03175,stand up comedy,2025-08-03,64,1
user_02461,sci-fi,2025-10-31,52,1
user_03360,comedy shows,2024-08-04,85,0
user_06111,biographies,2024-05-30,25,0
user_05131,best movies 2024,2025-10-07,60,0
user_04452,drama series,2025-01-13,84,0
user_00900,war movies,2025-11-17,80,0
user_00393,best movies 2024,2024-11-28,10,1
user_05298,romantic comedies,2025-11-08,46,1
user_02636,short episodes under 30 minutes,2025-01-21,59,0
user_09624,korean drama,2024-08-26,61,0
user_00211,romantic comedies,2024-08-25,61,0
user_05413,series with only one season,2025-12-25,26,0
user_06362,true crime,2025-11-28,44,0
user_06632,korean drama,2025-03-30,23,0
user_04137,thriller series,2024-03-23,97,0
user_06619,shows with strong female leads,2024-11-28,4,0
user_09754,true crime,2025-09-25,95,0
user_05981,korean drama,2024-01-13,57,0
user_07249,horror movies,2025-11-19,82,0
user_04964,new releases,2024-04-03,11,1
user_02981,comedy shows,2025-09-21,49,1
user_00980,netflix originals,2024-04-09,95,0
user_02334,classic movies,2024-05-13,52,1
user_09651,documentaries,2025-02-04,35,0
user_04406,sci-fi,2025-07-30,83,0
user_08779,korean drama,2025-03-31,33,0
user_04897,comedy shows,2024-07-09,66,1
user_09075,movies like stranger things,2024-08-09,60,0
user_06607,halloween movies,2024-06-19,53,0
user_06936,drama series,2024-04-27,25,0
user_05993,documentaries,2025-03-28,30,0
user_08518,cooking shows,2024-08-18,37,0
user_06951,horror movies,2024-11-13,1,1
user_01809,movies like stranger things,2025-04-26,99,1
user_00385,family movies,2024-12-31,47,0
user_09457,sci-fi,2024-06-09,51,0
user_04945,sci-fi,2025-06-21,30,0
user_05436,romantic comedies,2025-11-09,54,0
user_06522,stand up comedy,2024-08-24,66,0
user_08973,travel documentaries,2025-07-15,78,1
user_05521,animated shows,2025-12-31,19,0
user_00244,thriller series,2024-10-13,16,0
user_06574,true crime,2024-05-17,63,0
user_09206,romantic comedies,2024-10-03,39,0
user_00469,action movies,2024-07-02,97,1
user_09591,sci-fi,2024-01-17,76,1
user_04278,cooking shows,2025-03-06,38,1
user_02906,trending now,2025-03-24,12,1
user_09513,documentaries,2024-06-08,98,0
user_01652,romantic comedies,2024-04-30,49,0
user_01299,comedy shows,2024-06-18,78,0
user_03368,best movies 2024,2024-09-12,44,0
user_07344,comedy shows,2024-06-30,38,1
user_07599,travel documentaries,2025-05-11,31,1
user_09555,stand up comedy,2025-12-01,93,1
user_01380,thriller series,2025-11-14,46,0
user_08237,cooking shows,2024-08-20,41,1
user_06203,shows with strong female leads,2025-04-17,77,1
user_03949,korean drama,2024-11-24,96,0
user_09450,classic movies,2024-05-18,83,0
user_04847,action movies,2025-11-26,32,0
user_03232,action movies,2025-01-17,14,0
user_08662,travel documentaries,2024-03-24,55,0
user_08613,cooking shows,2024-08-19,14,1
user_01007,music documentaries,2024-01-03,23,0
user_05958,music documentaries,2024-09-23,100,0
user_08820,christmas movies,2024-06-01,22,0
user_08070,family movies,2024-05-31,40,0
user_02499,action movies,2024-10-24,44,1
user_05329,classic movies,2025-12-07,66,0
user_02967,romantic comedies,2025-03-28,68,1
user_03830,new releases,2025-09-20,90,1
user_05595,sci-fi,2024-02-11,9,1
user_01890,horror movies,2024-10-30,89,0
user_06537,classic movies,2025-01-31,24,0
user_01779,travel documentaries,2024-05-06,25,0
user_09820,cooking shows,2025-11-22,46,0
user_00013,classic movies,2025-07-24,43,0
user_07369,family movies,2025-10-16,30,0
user_06635,music documentaries,2025-04-03,13,1
user_01132,thriller series,2024-11-14,9,0
user_08300,romantic comedies,2024-07-24,10,0
user_05568,music documentaries,2024-10-20,28,1
user_09864,cooking shows,2024-12-03,83,0
user_04556,stand up comedy,2024-08-11,96,0
user_04010,comedy shows,2024-01-06,87,1
user_09238,action movies,2025-10-27,56,1
user_08868,horror movies,2024-11-11,20,0
user_07606,movies based on true stories,2025-06-18,63,0
user_06146,animated shows,2024-09-14,7,0
user_01290,drama series,2024-04-29,40,0
user_09618,movies based on true stories,2024-10-13,76,0
user_01134,music documentaries,2025-02-27,20,1
user_01679,travel documentaries,2025-08-29,94,0
user_01006,korean drama,2025-09-08,28,0
user_01675,animated shows,2024-04-12,49,0
user_03732,action movies,2024-12-15,100,0
user_06745,drama series,2025-02-09,90,0
user_00181,series with only one season,2025-02-06,74,1
user_08148,sci-fi,2025-07-12,34,0
user_00177,biographies,2025-04-04,55,0
user_02286,family movies,2024-01-14,41,0
user_09219,sci-fi,2025-07-23,73,1
user_05035,travel documentaries,2025-07-26,12,0
user_07163,stand up comedy,2024-12-03,80,1
user_02408,true crime,2024-03-27,52,1
user_07979,thriller series,2025-09-24,96,0
user_05370,stand up comedy,2025-07-17,55,0
user_04181,halloween movies,2025-08-31,78,1
user_00824,travel documentaries,2025-06-06,27,0
user_06495,superhero movies,2024-06-16,29,0
user_09787,music documentaries,2024-01-25,42,0
user_00908,biographies,2024-07-10,80,1
user_05461,new releases,2025-07-21,77,1
user_01389,drama series,2025-05-04,12,0
user_09448,documentaries,2025-01-06,5,0
user_07178,shows with strong female leads,2025-10-03,61,0
user_06309,christmas movies,2024-08-14,65,0
user_02518,trending now,2025-03-06,16,1
user_03209,romantic comedies,2024-10-15,85,0
user_03998,shows with strong female leads,2024-03-10,7,1
user_03436,documentaries,2025-11-26,52,1
user_02815,family movies,2025-03-10,48,1
user_05787,sci-fi,2024-12-31,11,0
user_01951,shows with strong female leads,2025-05-21,61,0
user_09186,thriller series,2024-07-01,42,0
user_05578,true crime,2024-12-11,73,0
user_05684,new releases,2025-06-14,82,0
user_05473,true crime,2025-06-07,82,1
user_05389,stand up comedy,2024-10-06,76,1
user_09020,music documentaries,2024-03-16,42,1
user_03820,netflix originals,2024-06-22,24,0
user_03586,movies based on true stories,2024-05-27,36,0
user_01392,trending now,2024-12-02,41,0
user_00056,trending now,2024-03-29,72,0
user_09719,short episodes under 30 minutes,2024-10-31,31,0
user_00650,biographies,2025-10-11,30,0
user_09502,short episodes under 30 minutes,2025-05-02,38,0
user_09584,thriller series,2025-10-14,77,0
user_05951,comedy shows,2024-03-11,5,0
user_01350,drama series,2025-07-11,64,1
user_02853,drama series,2024-02-29,81,0
user_05011,thriller series,2024-07-02,91,0
user_09139,superhero movies,2024-11-20,69,0
user_02219,true crime,2025-04-11,12,0
user_02843,new releases,2024-03-19,56,0
user_03535,romantic comedies,2024-05-22,45,0
user_05980,netflix originals,2024-12-12,31,0
user_07749,sci-fi,2025-08-11,10,0
user_05295,cooking shows,2025-10-13,34,0
user_06722,true crime,2025-10-27,60,0
user_06065,war movies,2025-01-10,43,0
user_08577,comedy shows,2025-02-17,96,0
user_02286,cooking shows,2024-02-13,88,0
user_03531,classic movies,2025-02-06,41,0
user_03185,classic movies,2024-10-12,32,0
user_09572,stand up comedy,2024-07-17,32,0
user_03844,travel documentaries,2025-12-29,8,0
user_02046,travel documentaries,2025-10-10,72,0
user_08526,stand up comedy,2025-01-25,68,1
user_02842,cooking shows,2024-11-18,91,0
user_09743,animated shows,2024-01-18,90,0
user_09076,best movies 2024,2025-12-13,81,0
user_08728,stand up comedy,2025-07-11,74,0
user_05034,animated shows,2024-07-30,27,0
user_00859,true crime,2024-09-15,66,1
user_04354,biographies,2025-04-12,44,0
user_01415,war movies,2024-04-13,92,0
user_05939,halloween movies,2025-02-28,44,0
user_06830,new releases,2024-08-13,94,0
user_05785,award winning documentaries,2024-10-06,46,0
user_06923,drama series,2024-08-01,95,0
user_03252,stand up comedy,2025-12-22,76,0
user_06857,romantic comedies,2025-11-18,67,1
user_04550,true crime,2024-12-23,31,0
user_00275,animated shows,2025-08-06,40,0
user_05218,shows with strong female leads,2024-08-16,71,1
user_07373,halloween movies,2025-05-29,14,0
user_05023,animated shows,2024-09-16,5,0
user_00861,halloween movies,2025-03-19,66,1
user_08083,superhero movies,2024-03-14,13,0
user_01061,animated shows,2024-03-17,85,0
user_05203,family movies,2025-01-26,83,0
user_09988,sci-fi,2024-12-16,59,0
user_05643,drama series,2025-08-23,47,0
user_07068,sci-fi,2024-03-15,82,1
user_03475,christmas movies,2025-08-30,81,0
user_09733,cooking shows,2024-05-28,98,1
user_02224,family movies,2024-03-18,4,0
user_06669,documentaries,2025-09-18,3,0
user_04943,short episodes under 30 minutes,2025-02-07,44,0
user_00538,documentaries,2024-01-19,63,0
user_05272,superhero movies,2025-05-15,4,1
user_07893,short episodes under 30 minutes,2025-08-15,8,1
user_09021,music documentaries,2025-10-17,96,1
user_07054,drama series,2024-11-26,23,0
user_06047,travel documentaries,2024-12-19,78,0
user_02730,trending now,2025-10-26,51,1
user_04759,series with only one season,2024-01-16,52,0
user_02403,thriller series,2025-06-17,46,0
user_00330,movies like stranger things,2025-06-28,29,0
user_03137,travel documentaries,2025-04-24,60,0
user_09692,superhero movies,2025-01-28,63,0
user_06611,stand up comedy,2025-03-10,56,1
user_08659,korean drama,2024-09-21,8,0
user_03619,short episodes under 30 minutes,2025-08-26,57,0
user_06164,biographies,2025-09-19,23,0
user_08556,halloween movies,2024-10-24,72,1
user_07976,movies like stranger things,2025-01-13,6,0
user_09543,korean drama,2024-04-12,17,0
user_01624,classic movies,2025-09-23,61,1
user_07272,documentaries,2024-05-26,70,1
user_08824,trending now,2025-12-11,81,1
user_00429,new releases,2024-12-20,72,1
user_04910,travel documentaries,2025-07-07,47,1
user_09853,best movies 2024,2025-12-01,40,0
user_08822,drama series,2024-11-12,13,1
user_05197,horror movies,2024-02-17,32,0
user_07491,halloween movies,2024-11-15,32,0
user_00189,action movies,2025-07-04,92,0
user_07915,true crime,2025-12-20,65,0
user_09000,christmas movies,2025-02-13,87,0
user_03549,music documentaries,2025-03-12,6,0
user_03868,comedy shows,2025-05-19,86,0
user_09833,family movies,2024-04-24,1,0
user_07352,superhero movies,2025-12-01,33,0
user_06427,biographies,2025-10-07,37,0
user_05412,war movies,2024-01-26,84,0
user_04705,trending now,2024-05-12,47,0
user_07941,drama series,2025-04-15,20,0
user_06948,korean drama,2025-08-24,58,0
user_00037,stand up comedy,2024-10-28,28,0
user_01432,travel documentaries,2025-07-12,91,0
user_01639,netflix originals,2025-11-03,72,0
user_06502,travel documentaries,2024-08-08,3,1
user_05581,family movies,2024-01-26,78,0
user_00629,halloween movies,2025-05-01,8,0
user_04756,documentaries,2025-01-05,51,0
user_06126,comedy shows,2024-04-16,24,0
user_03064,documentaries,2024-12-25,57,0
user_03441,action movies,2025-10-09,69,0
user_06566,horror movies,2024-05-08,16,0
user_01612,cooking shows,2025-03-30,63,1
user_07581,war movies,2025-02-25,87,1
user_03246,family movies,2024-07-22,33,0
user_06985,short episodes under 30 minutes,2025-03-01,32,0
user_02437,movies based on true stories,2024-04-06,61,0
user_01430,travel documentaries,2025-10-06,80,0
user_05693,shows with strong female leads,2024-05-04,73,0
user_08389,horror movies,2024-02-07,38,0
user_00128,superhero movies,2025-04-28,64,1
user_07748,superhero movies,2024-07-25,85,0
user_07894,korean drama,2025-09-28,26,1
user_00068,drama series,2025-01-03,33,0
user_09841,stand up comedy,2025-03-16,7,0
user_04372,comedy shows,2025-01-13,89,1
user_01704,korean drama,2025-03-28,1,0
user_04838,new releases,2025-07-14,71,0
user_05904,family movies,2024-06-22,98,0
user_09406,action movies,2025-03-15,34,0
user_06844,stand up comedy,2024-11-11,51,0
user_08026,classic movies,2024-10-08,5,1
user_04674,action movies,2025-10-09,34,0
user_04858,true crime,2025-06-14,9,0
user_09638,documentaries,2024-10-13,58,0
user_06062,new releases,2024-03-06,6,0
user_00390,documentaries,2025-05-23,74,1
user_08891,sci-fi,2024-11-12,30,0
user_01507,classic movies,2024-08-24,16,0
user_06275,romantic comedies,2024-08-17,95,1
user_03165,trending now,2024-10-05,57,0
user_09002,cooking shows,2025-05-15,41,0
user_07803,biographies,2025-04-11,85,0
user_03939,halloween movies,2024-07-30,94,0
user_05902,comedy shows,2024-06-03,78,1
user_07742,superhero movies,2024-06-16,89,0
user_03376,true crime,2025-06-12,47,0
user_01615,halloween movies,2025-12-23,80,1
user_01434,travel documentaries,2025-11-04,100,0
user_07346,movies like stranger things,2025-09-23,79,0
user_04041,superhero movies,2024-04-25,57,0
user_01480,korean drama,2025-07-27,76,0
