user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,position_in_list
user_03442,movie_0643,2025-09-17,personalized,0.542,11
user_07856,movie_0395,2025-03-24,new_releases,0.857,12
user_05930,movie_0517,2025-02-09,genre_based,0.616,15
user_01844,movie_0725,2024-11-30,personalized,0.107,11
user_04058,movie_0776,2025-05-27,new_releases,,10
user_01195,movie_0998,2025-09-09,similar_users,0.513,7
user_01167,movie_0565,2024-06-26,genre_based,0.807,20
user_06368,movie_0526,2024-09-28,personalized,0.678,19
user_03664,movie_0253,2025-10-03,similar_users,0.165,17
user_06037,movie_0968,2024-03-19,new_releases,0.304,3
user_09658,movie_0117,2025-06-13,similar_users,0.802,19
user_01301,movie_0658,2025-03-17,personalized,0.92,19
user_02898,movie_0843,2024-07-20,similar_users,0.844,2
user_03815,movie_0816,2025-12-23,similar_users,0.765,18
user_00115,movie_0018,2025-05-25,genre_based,0.16,4
user_03156,movie_0752,2025-03-22,trending,0.434,17
user_09982,movie_0408,2024-03-06,similar_users,0.128,15
user_08998,movie_0871,2024-03-26,similar_users,0.722,13
user_07712,movie_0622,2024-08-12,new_releases,0.778,6
user_05801,movie_0758,2025-03-24,new_releases,0.853,1
user_09115,movie_0236,2025-09-21,personalized,0.228,4
user_02260,movie_0696,2024-05-25,genre_based,,4
user_06998,movie_0967,2024-11-06,trending,0.272,13
user_01678,movie_0374,2024-04-07,new_releases,0.375,19
user_02560,movie_0615,2025-10-06,new_releases,,11
user_09478,movie_0211,2025-05-09,personalized,0.556,8
user_06688,movie_0798,2025-02-03,similar_users,0.98,2
user_00953,movie_0499,2025-11-10,new_releases,0.536,2
user_02555,movie_0702,2024-02-29,new_releases,0.676,3
user_05727,movie_0433,2025-07-12,genre_based,0.821,6
user_09583,movie_0219,2025-08-28,personalized,0.29,8
user_04067,movie_0451,2024-03-19,trending,0.664,1
user_01005,movie_0981,2025-07-23,new_releases,0.997,6
user_08406,movie_0425,2025-06-24,genre_based,,3
user_03664,movie_0459,2025-09-04,new_releases,0.753,16
user_02576,movie_0511,2024-05-08,similar_users,0.144,7
user_06055,movie_0011,2025-07-29,similar_users,0.773,11
user_00144,movie_0593,2025-03-26,new_releases,0.225,17
user_04851,movie_0367,2024-10-02,genre_based,0.347,7
user_04628,movie_0644,2025-11-15,new_releases,0.701,5
user_07408,movie_0218,2025-12-21,similar_users,0.729,7
user_08469,movie_0872,2024-11-14,genre_based,0.418,10
user_06470,movie_0056,2024-05-21,similar_users,0.791,13
user_07490,movie_0748,2025-07-30,genre_based,0.302,10
user_06706,movie_0927,2025-04-18,similar_users,0.579,4
user_01850,movie_0397,2024-10-29,similar_users,0.601,17
user_08854,movie_0866,2025-06-09,personalized,0.905,7
user_09457,movie_0146,2024-08-14,genre_based,0.199,6
user_06993,movie_0200,2025-10-16,new_releases,0.422,11
user_05257,movie_0551,2024-03-18,personalized,0.223,20
user_08602,movie_0212,2024-06-02,trending,0.131,13
user_03519,movie_0169,2025-07-12,new_releases,0.978,3
user_05543,movie_0194,2024-02-08,personalized,,13
user_01178,movie_0467,2025-09-30,new_releases,0.544,8
user_00953,movie_0372,2025-10-01,new_releases,0.472,7
user_02498,movie_0033,2024-10-31,personalized,0.283,15
user_05267,movie_0174,2024-09-12,trending,0.134,5
user_06277,movie_0584,2025-07-22,genre_based,0.37,6
user_09584,movie_0494,2024-01-29,new_releases,0.433,1
user_00718,movie_0659,2025-10-03,personalized,0.152,8
user_00690,movie_0224,2025-08-15,personalized,0.954,15
user_00733,movie_0963,2025-09-13,trending,0.372,18
user_05429,movie_0520,2025-11-24,trending,0.643,18
user_09581,movie_0400,2024-12-28,personalized,0.568,10
user_00852,movie_0582,2024-02-14,genre_based,0.873,1
user_00538,movie_0783,2025-05-17,personalized,0.72,13
user_03448,movie_0311,2024-10-02,personalized,0.254,12
user_03220,movie_0878,2024-02-17,genre_based,0.378,16
user_05584,movie_0462,2024-02-06,trending,0.487,17
user_08351,movie_0617,2024-11-20,genre_based,,15
user_06426,movie_0351,2024-04-11,trending,0.225,10
user_05714,movie_0134,2024-05-02,new_releases,0.532,11
user_09050,movie_0036,2024-09-26,similar_users,0.272,3
user_09717,movie_0365,2024-07-03,new_releases,0.527,2
user_05032,movie_0090,2024-09-07,similar_users,0.425,16
user_01582,movie_0339,2024-03-26,personalized,0.847,15
user_01132,movie_0968,2025-01-17,personalized,0.264,11
user_09418,movie_0857,2024-10-15,genre_based,0.238,16
user_08035,movie_0143,2025-08-24,genre_based,0.816,10
user_05915,movie_0736,2024-10-05,similar_users,0.961,18
user_02824,movie_0143,2025-03-22,genre_based,0.351,10
user_00341,movie_0072,2025-03-01,similar_users,0.732,2
user_00204,movie_0396,2024-06-11,new_releases,0.735,17
user_03548,movie_0612,2025-11-01,new_releases,0.731,9
user_03246,movie_0710,2024-04-08,genre_based,0.62,19
user_08163,movie_0047,2025-09-17,trending,0.924,6
user_02668,movie_0316,2024-04-04,personalized,0.881,9
user_08761,movie_0849,2024-11-16,genre_based,0.545,7
user_02453,movie_0806,2025-12-12,similar_users,0.337,10
user_02118,movie_0430,2024-02-20,genre_based,,9
user_07093,movie_0962,2025-10-09,new_releases,0.959,1
user_00329,movie_0589,2025-12-15,trending,0.468,15
user_08497,movie_0881,2024-12-19,personalized,0.61,6
user_06499,movie_0516,2025-02-08,new_releases,0.407,5
user_05185,movie_0123,2024-12-28,genre_based,0.774,9
user_05842,movie_0718,2024-11-18,personalized,0.474,9
user_01033,movie_0261,2025-12-14,similar_users,0.424,4
user_04681,movie_0262,2024-04-14,personalized,,4
user_04075,movie_0228,2025-09-18,personalized,,14
user_07636,movie_0376,2024-01-15,personalized,0.345,19
user_08335,movie_0481,2024-10-22,genre_based,0.483,2
user_09266,movie_0527,2025-06-07,similar_users,0.1,4
user_03639,movie_0249,2024-05-17,new_releases,0.583,10
user_03755,movie_0684,2025-11-28,genre_based,0.382,8
user_08253,movie_0499,2024-09-18,genre_based,0.901,18
user_06762,movie_0410,2024-02-18,trending,0.145,8
user_00003,movie_0453,2024-01-17,similar_users,0.589,5
user_06222,movie_0012,2025-03-31,new_releases,0.218,4
user_00981,movie_0329,2024-12-03,trending,0.162,1
user_03502,movie_0163,2025-03-12,trending,,11
user_06818,movie_0906,2024-09-30,new_releases,0.136,15
user_06761,movie_0842,2024-04-17,similar_users,0.97,7
user_06831,movie_0379,2024-06-06,new_releases,0.783,18
user_08238,movie_0329,2024-11-29,genre_based,0.191,18
user_02555,movie_0419,2025-06-13,similar_users,0.15,8
user_03560,movie_0068,2024-09-23,similar_users,0.262,20
user_08577,movie_0764,2025-05-09,trending,0.411,13
user_01276,movie_0230,2025-10-24,trending,0.867,16
user_02537,movie_0656,2024-01-30,similar_users,0.399,11
user_08179,movie_0073,2024-03-16,trending,0.237,15
user_06532,movie_0575,2024-04-06,genre_based,0.397,4
user_06794,movie_0572,2024-05-19,trending,0.433,13
user_07231,movie_0457,2025-12-28,personalized,0.719,2
user_01293,movie_0822,2024-06-28,genre_based,,7
user_03726,movie_0259,2024-06-27,trending,0.387,12
user_03423,movie_0061,2024-06-02,similar_users,0.616,3
user_06539,movie_0998,2025-05-08,new_releases,0.986,11
user_06138,movie_0205,2024-08-14,genre_based,,7
user_05700,movie_0365,2025-09-06,trending,0.543,12
user_08777,movie_0992,2025-04-27,new_releases,0.79,20
user_02506,movie_0765,2024-08-25,genre_based,,15
user_05620,movie_0409,2024-10-19,personalized,0.462,11
user_01386,movie_0416,2024-10-04,new_releases,0.441,15
user_01195,movie_0902,2025-06-11,new_releases,,10
user_05125,movie_0076,2024-06-13,trending,0.392,13
user_05541,movie_0345,2024-05-18,genre_based,0.342,20
user_06524,movie_0048,2024-08-27,similar_users,0.667,10
user_07746,movie_0843,2025-11-22,similar_users,0.352,11
user_06632,movie_0986,2024-08-19,personalized,0.616,12
user_03471,movie_0738,2025-04-12,similar_users,,9
user_00972,movie_0212,2025-04-24,genre_based,0.433,3
user_01759,movie_0890,2024-04-11,new_releases,0.674,17
user_03820,movie_0431,2025-03-19,trending,0.941,11
user_05423,movie_0328,2024-03-02,genre_based,0.623,9
user_05522,movie_0325,2024-05-14,personalized,0.532,7
user_09321,movie_0108,2025-09-16,similar_users,0.949,10
user_01981,movie_0623,2025-07-13,new_releases,0.162,5
user_00973,movie_0039,2025-05-02,new_releases,0.327,11
user_02756,movie_0034,2025-09-11,genre_based,0.469,2
user_04614,movie_0397,2025-04-13,new_releases,0.386,19
user_07717,movie_0151,2025-03-15,personalized,0.826,6
user_05672,movie_0938,2024-03-21,personalized,0.685,11
user_08264,movie_0032,2024-11-09,genre_based,0.884,2
user_08854,movie_0183,2025-03-09,similar_users,,15
user_04184,movie_0322,2024-11-26,similar_users,0.901,15
user_08482,movie_0748,2025-12-27,personalized,0.358,4
user_07908,movie_0190,2025-01-16,trending,0.991,10
user_08105,movie_0193,2025-03-02,trending,0.158,4
user_09230,movie_0341,2025-09-22,similar_users,0.25,10
user_05443,movie_0632,2025-09-30,new_releases,0.657,18
user_02091,movie_0497,2025-03-29,similar_users,0.387,18
user_02841,movie_0113,2025-02-05,new_releases,0.357,18
user_08795,movie_0492,2025-11-13,trending,0.243,16
user_02425,movie_0415,2025-12-27,new_releases,0.608,18
user_04405,movie_0129,2025-11-08,genre_based,,20
user_02507,movie_0570,2024-09-14,trending,0.48,4
user_05674,movie_0356,2024-01-22,personalized,0.203,6
user_07597,movie_0704,2025-08-19,new_releases,0.965,9
user_03173,movie_0023,2025-07-26,trending,0.441,16
user_01269,movie_0596,2025-11-26,genre_based,0.485,15
user_07898,movie_0401,2024-10-09,genre_based,0.685,7
user_01032,movie_0432,2025-01-28,similar_users,0.438,7
user_02733,movie_0060,2024-06-07,similar_users,0.94,11
user_08795,movie_0862,2024-06-16,genre_based,0.104,10
user_05096,movie_0537,2024-01-21,personalized,0.238,15
user_03443,movie_0921,2024-11-02,personalized,0.119,19
user_09292,movie_0260,2024-04-18,genre_based,0.658,18
user_05655,movie_0207,2024-10-07,new_releases,0.891,11
user_09834,movie_0249,2025-06-20,genre_based,,14
user_08914,movie_0089,2024-06-15,genre_based,0.342,12
user_07994,movie_0476,2024-10-08,personalized,0.864,11
user_00792,movie_0125,2025-10-27,genre_based,0.308,7
user_04028,movie_0239,2024-03-11,personalized,0.187,5
user_03301,movie_0541,2025-03-16,genre_based,,10
user_04529,movie_0708,2025-04-12,personalized,0.246,20
user_08162,movie_0065,2025-12-31,similar_users,0.737,16
user_02845,movie_0573,2024-11-03,personalized,0.939,6
user_07759,movie_0209,2024-07-24,new_releases,0.237,16
user_06686,movie_0009,2025-07-16,new_releases,0.397,17
user_03373,movie_0463,2025-01-21,similar_users,0.824,17
user_08347,movie_0182,2024-07-16,personalized,0.115,8
user_04080,movie_0048,2025-07-12,personalized,0.397,12
user_03075,movie_0219,2025-09-21,trending,0.353,2
user_04150,movie_0300,2025-02-08,trending,0.35,17
user_08853,movie_0302,2025-09-14,similar_users,0.123,9
user_02544,movie_0239,2025-02-23,genre_based,0.257,20
user_06027,movie_0322,2025-05-18,personalized,0.327,2
user_04429,movie_0993,2024-06-30,trending,0.319,11
user_03053,movie_0946,2025-01-19,new_releases,0.818,18
user_00104,movie_0865,2025-07-06,new_releases,0.906,15
user_09353,movie_0968,2025-02-04,trending,0.403,14
user_04616,movie_0610,2025-09-04,trending,,6
user_00136,movie_0450,2024-11-14,similar_users,0.985,4
user_07849,movie_0001,2025-12-20,new_releases,0.405,6
user_05209,movie_0129,2024-12-03,trending,0.205,9
user_05165,movie_0364,2025-01-09,personalized,0.192,13
user_08956,movie_0882,2024-03-24,similar_users,0.555,17
user_00947,movie_0676,2024-12-09,genre_based,0.935,18
user_05358,movie_0013,2025-06-30,similar_users,0.42,18
user_09721,movie_0953,2024-12-14,new_releases,0.783,11
user_02990,movie_0581,2024-02-29,personalized,0.891,5
user_04065,movie_0657,2025-10-04,personalized,0.802,13
user_09952,movie_0685,2025-03-24,trending,0.316,1
user_02466,movie_0766,2025-10-20,personalized,0.915,6
user_04230,movie_0653,2025-06-08,trending,,6
user_04046,movie_0299,2025-12-12,new_releases,0.998,3
user_04064,movie_0335,2025-09-05,trending,0.712,6
user_03984,movie_0501,2025-08-01,new_releases,0.333,14
user_08312,movie_0728,2024-11-23,new_releases,0.948,14
user_09138,movie_0364,2025-11-12,personalized,0.761,16
user_07954,movie_0696,2025-01-31,similar_users,0.932,10
user_09476,movie_0998,2024-01-24,trending,0.352,6
user_04324,movie_0097,2024-01-03,personalized,0.894,2
user_03990,movie_0575,2024-08-15,personalized,0.3,6
user_02403,movie_0133,2025-12-25,similar_users,0.598,15
user_00571,movie_0735,2025-07-16,personalized,,17
user_04704,movie_0169,2024-09-09,new_releases,0.555,18
user_06927,movie_0109,2025-10-16,trending,0.201,11
user_02084,movie_0394,2024-11-05,similar_users,0.605,17
user_08775,movie_0070,2024-02-19,personalized,0.109,9
user_05619,movie_0432,2024-07-30,new_releases,0.303,12
user_01727,movie_0246,2025-01-23,genre_based,0.436,5
user_09766,movie_0103,2025-07-31,similar_users,0.802,7
user_07579,movie_0856,2024-11-14,genre_based,0.314,5
user_00997,movie_0494,2024-01-09,genre_based,0.424,20
user_02659,movie_0342,2025-04-28,genre_based,0.307,16
user_04198,movie_0164,2024-02-27,new_releases,0.788,15
user_04370,movie_0359,2024-07-16,new_releases,0.913,3
user_08019,movie_0671,2025-05-31,genre_based,0.991,7
user_04883,movie_0712,2025-10-11,similar_users,0.4,11
user_08461,movie_0822,2025-12-19,new_releases,0.595,7
user_03575,movie_0473,2025-10-19,trending,0.836,10
user_07392,movie_0511,2024-02-22,similar_users,0.68,5
user_06802,movie_0029,2025-12-25,new_releases,0.42,11
user_06197,movie_0573,2024-03-01,genre_based,0.236,15
user_01095,movie_0270,2024-10-13,personalized,0.803,5
user_04780,movie_0414,2025-12-10,personalized,,12
user_04032,movie_0367,2024-11-27,personalized,0.562,1
user_09995,movie_0999,2024-12-20,new_releases,0.398,19
user_09301,movie_0934,2024-08-05,personalized,0.375,12
user_06208,movie_0562,2025-09-07,new_releases,0.357,7
user_06112,movie_0082,2024-07-16,similar_users,0.657,14
user_04716,movie_0440,2025-08-30,genre_based,,2
user_02433,movie_0801,2024-06-22,genre_based,0.947,3
user_04731,movie_0738,2024-09-16,new_releases,0.743,15
user_04986,movie_0155,2025-12-31,personalized,0.49,16
user_02549,movie_0497,2024-01-19,similar_users,0.331,20
user_08270,movie_0662,2024-02-12,genre_based,0.976,14
user_06573,movie_0795,2024-12-05,trending,0.209,9
user_04283,movie_0254,2024-10-24,personalized,0.603,8
user_03359,movie_0467,2024-06-26,trending,0.917,14
user_08380,movie_0295,2024-01-09,similar_users,,10
user_04876,movie_0673,2025-11-09,trending,,16
user_05443,movie_0307,2025-07-08,genre_based,0.817,5
user_01530,movie_0851,2024-04-21,similar_users,0.347,19
user_05511,movie_0703,2024-09-11,personalized,0.865,3
user_06198,movie_0882,2025-12-11,genre_based,0.901,6
user_04061,movie_0736,2025-03-04,similar_users,,20
user_03330,movie_0546,2025-03-02,genre_based,,7
user_07766,movie_0048,2024-07-25,new_releases,0.98,3
user_01887,movie_0870,2024-06-26,new_releases,0.634,12
user_08227,movie_0825,2024-09-03,genre_based,0.571,12
user_03147,movie_0644,2024-03-28,genre_based,0.495,12
user_00780,movie_0380,2025-03-31,trending,0.867,13
user_04634,movie_0640,2025-12-02,similar_users,0.745,11
user_07417,movie_0479,2025-07-03,similar_users,0.251,18
user_04978,movie_0023,2024-08-23,similar_users,0.224,8
user_05561,movie_0263,2024-01-23,genre_based,,4
user_06103,movie_0286,2024-12-28,genre_based,0.439,9
user_00605,movie_0533,2025-01-25,personalized,0.877,14
user_07245,movie_0884,2024-11-16,trending,0.627,8
user_03630,movie_0589,2025-02-27,new_releases,0.515,19
user_04530,movie_0858,2024-11-28,similar_users,0.27,5
user_06433,movie_0240,2025-06-25,trending,0.66,3
user_06387,movie_0708,2025-02-19,trending,0.785,4
user_02558,movie_0974,2024-04-21,trending,0.513,3
user_08070,movie_0934,2025-01-25,personalized,0.335,15
user_09153,movie_0597,2024-08-25,similar_users,0.581,7
user_06350,movie_0111,2025-05-23,trending,0.834,1
user_09066,movie_0451,2024-02-21,similar_users,0.234,18
user_09448,movie_0790,2024-12-05,trending,0.134,8
user_07208,movie_0785,2025-08-24,new_releases,0.33,9
user_06158,movie_0569,2024-10-12,similar_users,0.462,17
user_02411,movie_0731,2025-01-15,personalized,0.934,15
user_00417,movie_0257,2024-06-11,genre_based,0.264,12
user_02812,movie_0805,2025-01-23,genre_based,0.384,19
user_09300,movie_0765,2025-03-20,trending,0.732,2
user_05480,movie_0967,2024-10-09,new_releases,0.437,4
user_08397,movie_0028,2024-01-22,trending,0.349,8
user_09344,movie_0682,2024-12-13,new_releases,0.984,2
user_05998,movie_0272,2024-05-29,new_releases,0.413,12
user_04661,movie_0959,2024-12-19,personalized,0.419,17
user_06494,movie_0831,2025-05-23,personalized,0.8,13
user_04141,movie_0438,2024-12-13,personalized,0.405,2
user_04447,movie_0359,2025-04-18,similar_users,,13
user_01158,movie_0655,2024-04-15,new_releases,0.766,6
user_05054,movie_0816,2024-04-27,similar_users,,19
user_07237,movie_0579,2025-07-29,new_releases,,16
user_05727,movie_0463,2024-07-27,personalized,,17
user_02185,movie_0043,2024-08-17,personalized,0.687,1
user_00817,movie_0451,2024-08-20,personalized,0.59,10
user_04236,movie_0791,2024-10-31,personalized,,6
user_04730,movie_0687,2025-01-19,personalized,0.577,17
user_01985,movie_0453,2024-07-07,trending,0.528,2
user_03982,movie_0495,2025-02-27,new_releases,0.28,14
user_04823,movie_0217,2025-06-16,similar_users,0.401,19
user_06901,movie_0589,2025-03-12,personalized,0.859,14
user_06634,movie_0685,2024-05-09,new_releases,0.352,13
user_07367,movie_0726,2024-03-08,new_releases,0.138,18
user_04399,movie_0165,2024-04-16,similar_users,0.731,4
user_00038,movie_0169,2024-07-21,trending,0.543,10
user_05675,movie_0305,2025-05-15,trending,0.626,19
user_05358,movie_0617,2025-04-12,trending,0.39,13
user_09375,movie_0300,2024-08-01,genre_based,0.213,7
user_05101,movie_0018,2025-01-03,new_releases,0.9,15
user_07156,movie_0186,2025-09-09,genre_based,0.963,5
user_00291,movie_0179,2025-01-01,new_releases,0.302,1
user_05890,movie_0836,2025-07-16,trending,0.852,6
user_06688,movie_0730,2025-10-08,similar_users,0.241,17
user_05134,movie_0142,2025-09-16,genre_based,0.139,12
user_05043,movie_0133,2025-03-28,personalized,0.79,15
user_06627,movie_0908,2024-11-18,trending,,14
user_04088,movie_0515,2024-02-16,trending,0.19,17
user_06910,movie_0715,2024-02-09,genre_based,0.325,11
user_00628,movie_0363,2024-05-13,trending,0.558,17
user_09537,movie_0956,2024-10-14,genre_based,0.6,19
user_02894,movie_0281,2025-03-23,genre_based,0.114,3
user_07021,movie_0669,2024-06-01,new_releases,0.789,6
user_07716,movie_0283,2024-06-16,new_releases,0.613,17
user_08202,movie_0559,2025-04-11,trending,0.345,4
user_05498,movie_0976,2024-01-09,trending,0.264,12
user_06007,movie_0086,2024-10-01,trending,0.996,17
user_03816,movie_0947,2025-06-19,trending,0.245,5
user_06440,movie_0487,2024-01-23,genre_based,0.586,16
user_04737,movie_0274,2024-03-08,personalized,,20
user_02381,movie_0258,2025-02-06,new_releases,,5
user_02188,movie_0715,2024-12-23,new_releases,0.587,17
user_06857,movie_0871,2024-01-04,new_releases,0.366,18
user_02743,movie_0814,2025-10-07,genre_based,0.444,19
user_09531,movie_0525,2025-05-20,trending,0.811,11
user_02090,movie_0588,2025-11-03,genre_based,0.484,19
user_05352,movie_0608,2025-02-21,trending,0.778,8
user_08346,movie_0340,2024-09-21,genre_based,0.425,10
user_03755,movie_0636,2025-09-25,trending,0.776,10
user_02043,movie_0443,2025-02-18,personalized,0.747,12
user_07017,movie_0277,2025-08-31,similar_users,0.824,3
user_09997,movie_0694,2025-03-20,personalized,0.9,13
user_00957,movie_0784,2025-03-25,genre_based,0.153,12
user_00589,movie_0752,2024-02-24,personalized,0.836,8
user_03232,movie_0436,2024-04-20,genre_based,0.37,2
user_03004,movie_0050,2025-02-26,personalized,0.603,20
user_03853,movie_0709,2025-07-20,new_releases,0.99,4
user_03461,movie_0577,2024-04-17,new_releases,0.295,2
user_04155,movie_0768,2025-01-27,genre_based,0.542,1
user_03358,movie_0325,2025-11-30,similar_users,0.768,14
user_01986,movie_0074,2025-01-27,genre_based,0.46,4
user_02844,movie_0650,2025-03-30,personalized,0.204,10
user_09100,movie_0955,2025-03-23,personalized,0.274,16
user_03623,movie_0056,2025-02-07,new_releases,0.893,19
user_02745,movie_0953,2024-05-03,similar_users,0.574,1
user_09618,movie_0583,2025-07-08,trending,0.957,17
user_05813,movie_0158,2024-09-28,new_releases,0.755,15
user_08354,movie_0196,2025-08-06,personalized,0.92,8
user_00892,movie_0694,2024-11-30,genre_based,0.733,12
user_02483,movie_0611,2024-05-19,similar_users,0.563,2
user_07699,movie_0518,2025-01-12,personalized,0.625,8
user_01571,movie_0894,2024-02-21,similar_users,0.103,15
user_06292,movie_0941,2024-11-18,new_releases,0.462,10
user_01025,movie_0709,2025-08-24,similar_users,0.156,18
user_07990,movie_0973,2025-03-27,similar_users,0.996,12
user_03719,movie_0708,2024-08-14,personalized,0.429,16
user_00347,movie_0481,2025-06-02,personalized,0.267,6
user_09015,movie_0784,2024-05-17,similar_users,0.239,16
user_02371,movie_0685,2024-08-01,similar_users,0.183,7
user_07173,movie_0856,2025-06-13,personalized,0.21,18
user_08004,movie_0310,2025-07-12,new_releases,0.575,15
user_02139,movie_0150,2024-05-05,trending,0.536,5
user_06995,movie_0289,2024-08-31,new_releases,0.331,14
user_03443,movie_0170,2025-10-10,genre_based,0.622,15
user_00282,movie_0245,2025-03-07,new_releases,0.855,19
user_04123,movie_0648,2025-02-13,similar_users,0.992,20
user_05434,movie_0029,2024-11-12,new_releases,0.74,9
user_04397,movie_0422,2024-10-10,similar_users,0.572,20
user_03516,movie_0646,2024-12-20,similar_users,0.121,10
user_06069,movie_0471,2024-10-31,similar_users,0.507,1
user_02807,movie_0166,2025-04-25,new_releases,0.368,6
user_00941,movie_0887,2025-12-17,personalized,0.9,1
user_07578,movie_0336,2024-06-14,trending,,13
user_01376,movie_0993,2024-12-01,personalized,0.628,20
user_04878,movie_0600,2024-10-23,personalized,0.825,17
user_00457,movie_0719,2025-07-06,personalized,0.888,2
user_05914,movie_0916,2025-07-19,genre_based,0.219,3
user_09544,movie_0552,2024-07-02,genre_based,0.944,20
user_01369,movie_0797,2025-11-29,new_releases,0.89,4
user_03991,movie_0091,2024-01-13,personalized,0.117,1
user_06607,movie_0669,2024-12-25,similar_users,0.773,6
user_04346,movie_0505,2025-08-21,new_releases,0.853,10
user_06105,movie_0614,2024-08-27,genre_based,0.357,4
user_04950,movie_0462,2025-07-03,genre_based,0.605,12
user_05224,movie_0312,2024-11-15,personalized,0.215,3
user_03682,movie_0101,2024-10-06,similar_users,0.366,16
user_09177,movie_0070,2024-12-17,trending,0.253,10
user_07810,movie_0318,2024-02-12,new_releases,0.118,1
user_09623,movie_0880,2025-07-20,new_releases,0.212,19
user_02634,movie_0636,2024-02-23,personalized,0.427,14
user_07011,movie_0797,2025-08-08,personalized,0.584,9
user_04437,movie_0355,2024-06-03,new_releases,0.694,7
user_02528,movie_0079,2025-01-22,personalized,0.629,3
user_07139,movie_0913,2025-04-06,similar_users,0.627,1
user_01147,movie_0823,2025-06-05,personalized,0.199,14
user_03206,movie_0713,2024-07-25,personalized,0.39,10
user_03339,movie_0660,2025-03-01,similar_users,,9
user_08267,movie_0202,2025-04-29,genre_based,0.558,19
user_09158,movie_0016,2024-02-20,personalized,0.198,19
user_06298,movie_0460,2025-10-29,new_releases,0.467,13
user_05722,movie_0493,2024-05-02,personalized,0.449,13
user_07771,movie_0378,2025-02-25,new_releases,0.194,15
user_04598,movie_0444,2024-05-30,genre_based,,14
user_05881,movie_0507,2025-01-10,new_releases,,13
user_01861,movie_0821,2025-07-25,personalized,0.848,8
user_03261,movie_0259,2024-10-19,similar_users,0.452,13
user_02108,movie_0023,2025-02-15,trending,0.691,20
user_08654,movie_0645,2025-03-04,new_releases,0.19,15
user_00282,movie_0292,2024-09-28,similar_users,0.336,3
user_02561,movie_0164,2024-05-21,similar_users,0.169,15
user_00628,movie_0953,2024-05-21,genre_based,0.743,15
user_04544,movie_0553,2025-10-26,trending,0.754,14
user_07739,movie_0201,2025-02-06,trending,0.117,6
user_04748,movie_0898,2024-01-06,personalized,0.894,11
user_03775,movie_0094,2024-05-17,trending,0.602,16
user_02252,movie_0304,2025-11-30,genre_based,,11
user_06889,movie_0534,2024-03-04,trending,0.328,14
user_03092,movie_0733,2025-11-19,personalized,0.103,6
user_04346,movie_0224,2025-04-04,trending,0.285,15
user_03987,movie_0172,2024-07-19,trending,0.871,17
user_06948,movie_0435,2024-05-11,new_releases,0.782,16
user_06439,movie_0223,2025-12-23,new_releases,0.92,3
user_03446,movie_0681,2024-08-17,new_releases,0.284,19
user_05176,movie_0032,2025-01-12,personalized,0.784,4
user_08736,movie_0319,2024-04-04,trending,0.391,12
user_06148,movie_0770,2025-04-21,personalized,0.275,16
user_07592,movie_0157,2024-06-21,genre_based,0.611,9
user_08375,movie_0567,2024-09-19,new_releases,1,8
user_03500,movie_0427,2024-09-11,similar_users,0.932,14
user_09888,movie_0952,2025-06-09,personalized,0.914,12
user_04871,movie_0286,2025-05-31,personalized,0.712,13
user_04361,movie_0513,2025-04-09,trending,0.592,5
user_06956,movie_0117,2024-12-10,trending,0.616,17
user_07356,movie_0808,2024-11-26,new_releases,0.87,17
user_04449,movie_0785,2024-05-22,trending,0.985,14
user_09968,movie_0900,2024-11-25,similar_users,0.378,20
user_08512,movie_0873,2024-12-21,personalized,,12
user_06596,movie_0384,2024-07-27,similar_users,0.314,20
user_03237,movie_0542,2024-05-25,new_releases,0.701,18
user_05553,movie_0534,2025-02-01,similar_users,0.792,12
user_08257,movie_0498,2025-08-15,similar_users,0.494,1
user_02238,movie_0153,2024-02-14,trending,0.92,18
user_03550,movie_0817,2025-01-18,new_releases,0.354,9
user_01654,movie_0882,2024-06-19,trending,0.953,18
user_04446,movie_0264,2025-07-20,genre_based,0.482,19
user_09107,movie_0556,2025-11-03,new_releases,0.542,3
user_02431,movie_0753,2025-11-10,personalized,0.993,17
user_01127,movie_0470,2024-09-02,new_releases,0.152,2
user_06545,movie_0052,2024-01-13,genre_based,0.95,19
user_06312,movie_0056,2025-07-03,personalized,0.511,6
user_07194,movie_0198,2025-06-22,new_releases,0.612,16
user_01882,movie_0800,2024-11-18,genre_based,0.123,19
user_04219,movie_0998,2025-07-07,genre_based,0.871,3
user_06443,movie_0706,2025-07-21,new_releases,0.135,6
user_03250,movie_0487,2024-06-01,genre_based,,19
user_02610,movie_0920,2024-06-28,new_releases,0.365,16
user_02670,movie_0372,2025-04-29,similar_users,0.972,1
user_06190,movie_0177,2024-09-13,new_releases,0.615,4
user_09019,movie_0719,2025-04-02,genre_based,0.657,14
user_05466,movie_0584,2025-01-20,personalized,0.543,1
user_03843,movie_0746,2024-04-21,personalized,0.947,2
user_00868,movie_0916,2025-01-03,new_releases,0.804,5
user_08267,movie_0207,2024-06-19,similar_users,0.364,3
user_00125,movie_0686,2024-01-28,trending,0.116,5
user_00799,movie_0381,2025-11-25,genre_based,,17
user_02352,movie_0769,2024-08-22,personalized,,13
user_02609,movie_0085,2024-04-02,similar_users,0.578,4
user_03130,movie_0134,2025-06-14,personalized,0.938,10
user_04520,movie_0172,2025-07-10,genre_based,,16
user_07050,movie_0972,2025-05-06,trending,0.96,1
user_09157,movie_0441,2025-10-22,genre_based,,19
